2026-07-14 00:50:58 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: qwen2.5:1.5b
2026-07-14 01:43:45 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-14 01:43:45 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-14 01:43:45 | INFO     | jarvis | __init__:21 | Embedding generator initialized (model: nomic-embed-text)
2026-07-14 01:43:45 | INFO     | jarvis | __init__:24 | Vector store initialized (0 vectors)
2026-07-14 01:43:45 | INFO     | jarvis | __init__:25 | RAG pipeline initialized (chunk_size=512, overlap=32)
2026-07-14 01:43:45 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb
2026-07-14 01:43:45 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-14 01:43:45 | INFO     | jarvis | __init__:43 | Safety validator initialized
2026-07-14 01:43:45 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/jarvis.db
2026-07-14 01:43:45 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-14 01:43:45 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-14 01:43:45 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-14 01:43:45 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: qwen2.5:1.5b
2026-07-14 01:43:45 | INFO     | jarvis | check_connection:77 | Ollama connection successful
2026-07-14 01:43:45 | INFO     | jarvis | list_models:100 | Available models: ['qwen2.5:1.5b']
2026-07-14 01:43:45 | INFO     | jarvis | register_all_tools:47 | Registering all tools...
2026-07-14 01:43:45 | INFO     | jarvis | register_all_tools:89 | Registered 30 tools
2026-07-14 01:43:45 | INFO     | jarvis | load_projects:227 | Loaded 15 projects from workspace
2026-07-14 01:43:45 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: qwen2.5:1.5b
2026-07-14 01:43:45 | INFO     | jarvis | __init__:39 | Conversation history initialized (max 50 turns)
2026-07-14 01:43:45 | INFO     | jarvis | __init__:137 | Chat manager initialized
2026-07-14 01:43:45 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb
2026-07-14 01:43:45 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-14 01:43:45 | INFO     | jarvis | __init__:43 | Safety validator initialized
2026-07-14 01:43:45 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/jarvis.db
2026-07-14 01:43:45 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-14 01:43:45 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-14 01:43:45 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-14 01:43:45 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/jarvis.db
2026-07-14 01:43:45 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-14 01:43:45 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-14 01:43:45 | INFO     | jarvis | __init__:62 | Jarvis agent initialized
2026-07-14 01:43:53 | INFO     | jarvis | process_message:80 | Processing message: can you create a new folder named projects please
2026-07-14 01:43:53 | INFO     | jarvis | send_message:154 | Processing user message: can you create a new folder named projects please
2026-07-14 01:45:02 | INFO     | jarvis | parse:121 | Parsed tool request: create_folder
2026-07-14 01:45:02 | INFO     | jarvis | send_message:189 | Tool request detected: create_folder
2026-07-14 01:45:02 | INFO     | jarvis | parse:121 | Parsed tool request: create_folder
2026-07-14 01:45:02 | INFO     | jarvis | process_message:154 | Tool request detected: create_folder
2026-07-14 01:45:02 | INFO     | jarvis | dispatch:93 | Dispatching tool: create_folder
2026-07-14 01:45:02 | WARNING  | jarvis | dispatch:100 | Validation failed: Missing required argument: path
2026-07-14 01:55:33 | INFO     | jarvis | close:277 | Chat manager closed
2026-07-14 01:55:33 | INFO     | jarvis | close:363 | Jarvis agent closed
