2026-07-11 20:17:51 | INFO     | jarvis | __init__:53 | Ollama client initialized - URL: http://localhost:11434, Model: llama2
2026-07-11 20:43:45 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:43:45 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:43:45 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:43:45 | INFO     | jarvis | __init__:61 | Jarvis agent initialized
2026-07-11 20:43:45 | INFO     | jarvis | process_message_complete:152 | Processing message (complete): hi dude
2026-07-11 20:43:45 | INFO     | jarvis | send_message_complete:205 | Processing user message (complete): hi dude
2026-07-11 20:43:55 | WARNING  | jarvis | sanitize_response:79 | Detected prompt regurgitation — using fallback response
2026-07-11 20:43:55 | INFO     | jarvis | close:277 | Chat manager closed
2026-07-11 20:43:55 | INFO     | jarvis | close:267 | Jarvis agent closed
2026-07-11 20:43:58 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 20:43:58 | INFO     | jarvis | __init__:75 | Tool registry initialized
2026-07-11 20:43:58 | INFO     | jarvis | __init__:35 | Project manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:43:58 | INFO     | jarvis | load_projects:216 | Loaded 0 projects from workspace
2026-07-11 20:43:58 | INFO     | jarvis | __init__:23 | File manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:43:59 | INFO     | jarvis | __init__:62 | Command manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:43:59 | INFO     | jarvis | __init__:25 | Search manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:43:59 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 20:43:59 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 20:43:59 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:43:59 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:43:59 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:43:59 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:43:59 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 20:43:59 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:43:59 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:43:59 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:43:59 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:43:59 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:43:59 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:43:59 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 20:43:59 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:43:59 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:43:59 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:43:59 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-11 20:43:59 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 20:43:59 | INFO     | jarvis | check_connection:77 | Ollama connection successful
2026-07-11 20:43:59 | INFO     | jarvis | list_models:100 | Available models: ['tinyllama:latest', 'llama2:latest', 'qwen2.5-coder:7b']
2026-07-11 20:43:59 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 20:43:59 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 20:43:59 | INFO     | jarvis | load_projects:216 | Loaded 0 projects from workspace
2026-07-11 20:43:59 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 20:43:59 | INFO     | jarvis | __init__:39 | Conversation history initialized (max 50 turns)
2026-07-11 20:43:59 | INFO     | jarvis | __init__:137 | Chat manager initialized
2026-07-11 20:43:59 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:43:59 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:43:59 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 20:43:59 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:43:59 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:43:59 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:43:59 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-11 20:43:59 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:43:59 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:43:59 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:43:59 | INFO     | jarvis | __init__:61 | Jarvis agent initialized
2026-07-11 20:43:59 | INFO     | jarvis | process_message_complete:152 | Processing message (complete): what can you help me with?
2026-07-11 20:43:59 | INFO     | jarvis | send_message_complete:205 | Processing user message (complete): what can you help me with?
2026-07-11 20:44:15 | WARNING  | jarvis | sanitize_response:79 | Detected prompt regurgitation — using fallback response
2026-07-11 20:44:15 | INFO     | jarvis | close:277 | Chat manager closed
2026-07-11 20:44:15 | INFO     | jarvis | close:267 | Jarvis agent closed
2026-07-11 20:44:15 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 20:44:15 | INFO     | jarvis | __init__:75 | Tool registry initialized
2026-07-11 20:44:15 | INFO     | jarvis | __init__:35 | Project manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:44:15 | INFO     | jarvis | load_projects:216 | Loaded 0 projects from workspace
2026-07-11 20:44:15 | INFO     | jarvis | __init__:23 | File manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:44:15 | INFO     | jarvis | __init__:62 | Command manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:44:15 | INFO     | jarvis | __init__:25 | Search manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:44:15 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 20:44:15 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 20:44:15 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:44:15 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:44:15 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:44:15 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:44:15 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 20:44:15 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:44:15 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:44:15 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:44:15 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:44:15 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:44:15 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:44:15 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 20:44:15 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:44:15 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:44:15 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:44:15 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-11 20:44:15 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 20:44:15 | INFO     | jarvis | check_connection:77 | Ollama connection successful
2026-07-11 20:44:15 | INFO     | jarvis | list_models:100 | Available models: ['tinyllama:latest', 'llama2:latest', 'qwen2.5-coder:7b']
2026-07-11 20:44:15 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 20:44:15 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 20:44:15 | INFO     | jarvis | load_projects:216 | Loaded 0 projects from workspace
2026-07-11 20:44:15 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 20:44:15 | INFO     | jarvis | __init__:39 | Conversation history initialized (max 50 turns)
2026-07-11 20:44:15 | INFO     | jarvis | __init__:137 | Chat manager initialized
2026-07-11 20:44:15 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:44:15 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:44:15 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 20:44:15 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:44:15 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:44:15 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:44:15 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-11 20:44:15 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:44:15 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:44:15 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:44:15 | INFO     | jarvis | __init__:61 | Jarvis agent initialized
2026-07-11 20:44:15 | INFO     | jarvis | process_message_complete:152 | Processing message (complete): list my projects
2026-07-11 20:44:15 | INFO     | jarvis | send_message_complete:205 | Processing user message (complete): list my projects
2026-07-11 20:44:23 | WARNING  | jarvis | sanitize_response:79 | Detected prompt regurgitation — using fallback response
2026-07-11 20:44:23 | INFO     | jarvis | close:277 | Chat manager closed
2026-07-11 20:44:23 | INFO     | jarvis | close:267 | Jarvis agent closed
2026-07-11 20:44:52 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 20:44:52 | INFO     | jarvis | __init__:75 | Tool registry initialized
2026-07-11 20:44:52 | INFO     | jarvis | __init__:35 | Project manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:44:52 | INFO     | jarvis | load_projects:216 | Loaded 0 projects from workspace
2026-07-11 20:44:52 | INFO     | jarvis | __init__:23 | File manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:44:52 | INFO     | jarvis | __init__:62 | Command manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:44:52 | INFO     | jarvis | __init__:25 | Search manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:44:52 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 20:44:52 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 20:44:52 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:44:52 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:44:52 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:44:52 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:44:52 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 20:44:52 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:44:52 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:44:52 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:44:52 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:44:52 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:44:52 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:44:52 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 20:44:52 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:44:52 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:44:52 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:44:52 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-11 20:44:52 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 20:44:52 | INFO     | jarvis | check_connection:77 | Ollama connection successful
2026-07-11 20:44:52 | INFO     | jarvis | list_models:100 | Available models: ['tinyllama:latest', 'llama2:latest', 'qwen2.5-coder:7b']
2026-07-11 20:44:52 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 20:44:52 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 20:44:52 | INFO     | jarvis | load_projects:216 | Loaded 0 projects from workspace
2026-07-11 20:44:52 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 20:44:52 | INFO     | jarvis | __init__:39 | Conversation history initialized (max 50 turns)
2026-07-11 20:44:52 | INFO     | jarvis | __init__:137 | Chat manager initialized
2026-07-11 20:44:52 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:44:52 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:44:52 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 20:44:52 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:44:52 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:44:52 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:44:52 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-11 20:44:52 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:44:52 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:44:52 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:44:52 | INFO     | jarvis | __init__:63 | Jarvis agent initialized
2026-07-11 20:44:52 | INFO     | jarvis | process_message_complete:166 | Processing message (complete): hi dude
2026-07-11 20:44:52 | INFO     | jarvis | send_message_complete:205 | Processing user message (complete): hi dude
2026-07-11 20:45:34 | WARNING  | jarvis | sanitize_response:91 | Detected prompt regurgitation — using fallback response
2026-07-11 20:45:34 | INFO     | jarvis | close:277 | Chat manager closed
2026-07-11 20:45:34 | INFO     | jarvis | close:289 | Jarvis agent closed
2026-07-11 20:45:35 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 20:45:35 | INFO     | jarvis | __init__:75 | Tool registry initialized
2026-07-11 20:45:35 | INFO     | jarvis | __init__:35 | Project manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:45:35 | INFO     | jarvis | load_projects:216 | Loaded 0 projects from workspace
2026-07-11 20:45:35 | INFO     | jarvis | __init__:23 | File manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:45:35 | INFO     | jarvis | __init__:62 | Command manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:45:35 | INFO     | jarvis | __init__:25 | Search manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:45:35 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 20:45:35 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 20:45:35 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:45:35 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:45:35 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:45:35 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:45:35 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 20:45:35 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:45:35 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:45:35 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:45:35 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:45:35 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:45:35 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:45:35 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 20:45:35 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:45:35 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:45:35 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:45:35 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-11 20:45:35 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 20:45:35 | INFO     | jarvis | check_connection:77 | Ollama connection successful
2026-07-11 20:45:35 | INFO     | jarvis | list_models:100 | Available models: ['tinyllama:latest', 'llama2:latest', 'qwen2.5-coder:7b']
2026-07-11 20:45:35 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 20:45:35 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 20:45:35 | INFO     | jarvis | load_projects:216 | Loaded 0 projects from workspace
2026-07-11 20:45:35 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 20:45:35 | INFO     | jarvis | __init__:39 | Conversation history initialized (max 50 turns)
2026-07-11 20:45:35 | INFO     | jarvis | __init__:137 | Chat manager initialized
2026-07-11 20:45:35 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:45:35 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:45:35 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 20:45:35 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:45:35 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:45:35 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:45:35 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-11 20:45:35 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:45:35 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:45:35 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:45:35 | INFO     | jarvis | __init__:62 | Jarvis agent initialized
2026-07-11 20:45:35 | INFO     | jarvis | process_message_complete:165 | Processing message (complete): what can you help me with?
2026-07-11 20:45:35 | INFO     | jarvis | send_message_complete:205 | Processing user message (complete): what can you help me with?
2026-07-11 20:45:39 | INFO     | jarvis | close:277 | Chat manager closed
2026-07-11 20:45:39 | INFO     | jarvis | close:288 | Jarvis agent closed
2026-07-11 20:45:40 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 20:45:40 | INFO     | jarvis | __init__:75 | Tool registry initialized
2026-07-11 20:45:40 | INFO     | jarvis | __init__:35 | Project manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:45:40 | INFO     | jarvis | load_projects:216 | Loaded 0 projects from workspace
2026-07-11 20:45:40 | INFO     | jarvis | __init__:23 | File manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:45:40 | INFO     | jarvis | __init__:62 | Command manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:45:40 | INFO     | jarvis | __init__:25 | Search manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:45:40 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 20:45:40 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 20:45:40 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:45:40 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:45:40 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:45:40 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:45:40 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 20:45:40 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:45:40 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:45:40 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:45:40 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:45:40 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:45:40 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:45:40 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 20:45:40 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:45:40 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:45:40 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:45:40 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-11 20:45:40 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 20:45:40 | INFO     | jarvis | check_connection:77 | Ollama connection successful
2026-07-11 20:45:40 | INFO     | jarvis | list_models:100 | Available models: ['tinyllama:latest', 'llama2:latest', 'qwen2.5-coder:7b']
2026-07-11 20:45:40 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 20:45:40 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 20:45:40 | INFO     | jarvis | load_projects:216 | Loaded 0 projects from workspace
2026-07-11 20:45:40 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 20:45:40 | INFO     | jarvis | __init__:39 | Conversation history initialized (max 50 turns)
2026-07-11 20:45:40 | INFO     | jarvis | __init__:137 | Chat manager initialized
2026-07-11 20:45:40 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:45:40 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:45:40 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 20:45:40 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:45:40 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:45:40 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:45:40 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-11 20:45:40 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:45:40 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:45:40 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:45:40 | INFO     | jarvis | __init__:62 | Jarvis agent initialized
2026-07-11 20:45:40 | INFO     | jarvis | process_message_complete:165 | Processing message (complete): list my projects
2026-07-11 20:45:40 | INFO     | jarvis | send_message_complete:205 | Processing user message (complete): list my projects
2026-07-11 20:45:49 | WARNING  | jarvis | sanitize_response:91 | Detected prompt regurgitation — using fallback response
2026-07-11 20:45:49 | INFO     | jarvis | process_message_complete:185 | Tool request detected (complete): list_projects
2026-07-11 20:45:49 | INFO     | jarvis | dispatch:93 | Dispatching tool: list_projects
2026-07-11 20:45:49 | WARNING  | jarvis | dispatch:100 | Validation failed: Unknown tool: list_projects
2026-07-11 20:45:49 | INFO     | jarvis | close:277 | Chat manager closed
2026-07-11 20:45:49 | INFO     | jarvis | close:288 | Jarvis agent closed
2026-07-11 20:46:08 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
2026-07-11 20:46:08 | INFO     | jarvis | __init__:75 | Tool registry initialized
2026-07-11 20:46:08 | INFO     | jarvis | __init__:35 | Project manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:46:08 | INFO     | jarvis | load_projects:216 | Loaded 0 projects from workspace
2026-07-11 20:46:08 | INFO     | jarvis | __init__:23 | File manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:46:08 | INFO     | jarvis | __init__:62 | Command manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:46:08 | INFO     | jarvis | __init__:25 | Search manager initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:46:08 | INFO     | jarvis | register_all_tools:14 | Registering all tools...
2026-07-11 20:46:08 | INFO     | jarvis | register_all_tools:35 | Registered 11 tools
2026-07-11 20:46:08 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:46:08 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:46:08 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:46:08 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:46:08 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 20:46:08 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:46:08 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:46:08 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:46:08 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:46:08 | INFO     | jarvis | __init__:20 | Path validator initialized with workspace: /home/edb/JarvisWorkspace
2026-07-11 20:46:08 | INFO     | jarvis | __init__:24 | Safety whitelist initialized
2026-07-11 20:46:08 | INFO     | jarvis | __init__:42 | Safety validator initialized
2026-07-11 20:46:08 | INFO     | jarvis | __init__:66 | Database initialized at: /home/edb/JarvisWorkspace/jarvis.db
2026-07-11 20:46:08 | INFO     | jarvis | initialize_schema:160 | Database schema initialized
2026-07-11 20:46:08 | INFO     | jarvis | __init__:49 | History manager initialized
2026-07-11 20:46:08 | INFO     | jarvis | __init__:70 | Tool dispatcher initialized
2026-07-11 20:46:08 | INFO     | jarvis | __init__:45 | Ollama client initialized - URL: http://localhost:11434, Model: tinyllama
